"decimalLongitude","decimalLatitude"
-87.6263076142723,38.890787035915
-88.2226914086216,38.7814728255402
-89.1149190784715,40.4199564419585
-89.8191107485074,38.4439146725653
-91.1559297294965,40.3142571688454
-88.7670212785024,37.3798555074406
-90.4398202129375,40.9409790267181
-90.0313822971692,41.1578948395696
-91.0972480835743,39.9489353795895
-90.9476414407596,41.2072028039269
-89.2245200525841,38.0435199010513
-88.7144547377853,41.2909311870449
-88.4917636877911,41.2906076215397
-88.7095632275913,38.3042606063131
-89.6021858511724,41.274311601809
-90.0744834553844,38.9924251185764
-89.7046937464076,40.5540656461544
-87.5791730730701,38.8208487595823
-89.4556676599337,38.6550273188174
-87.9735621062692,41.2905965115321
-89.9057149061675,40.1499457411175
-88.5304244693137,37.6911640197028
-89.5259025449248,42.2878851830624
-90.2888048361253,40.7795901464746
-90.7232946174771,39.5017108153079
-90.2549715582481,41.2997955437702
-88.447132240033,37.1027542421771
-89.2107879450357,40.7019580323281
-89.7723991913863,41.5290639053621
-89.3304912735311,38.636825792147
-88.9717816286509,37.6739172231399
-89.395945842775,39.2685665240913
-89.4128811420992,37.4342776396981
-88.0844838999395,38.9318425263553
-88.5655164099069,40.2608966551566
-89.566285416724,40.3159426889995
-87.5805348036164,41.0415837727028
-88.1870169772936,41.3449690894716
-89.2982597688585,40.7739424811341
-89.6395072908945,41.6000767899351
-87.9782080383,39.6283079738203
-88.4368240688061,41.8100666715061
-89.9316617770922,38.7868700286382
-90.6601947782494,40.1273179551949
-89.3710590801844,39.6848349030368
-89.0274957815065,41.1127550311039
-91.0149999358533,39.6782622930129
-88.3564692236861,38.5362391793256
-89.0690884924856,37.2628922975408
-88.2099190997776,39.7340819607978
-90.0647109441428,39.6119775987591
-88.1376601426958,38.3987875625254
-88.3389058999511,38.3991495446381
-88.4607288801539,37.9891904206933
-90.8071318557643,39.9272867547407
-88.7005602809025,40.9685116528532
-90.7129618321892,40.1227434491643
-89.5628011491959,38.9320898710559
-89.038797011385,37.5404688912851
-90.7261019371539,41.3724328015195
-89.6690393354307,40.8628438615824
-88.7881450421356,41.7443364378812
-88.0542896927557,39.1258993122011
-90.3939916573637,41.2246696997915
-89.9845426257574,39.8942597156232
-88.2459255983354,39.2194537410646
-89.5469621737094,39.8678949399317
-89.7449018767174,38.0767850473854
-87.8275962475518,38.3718020894087
-89.538563917793,42.2856418144715
-90.6359753369768,39.4345806798206
-87.6035640646499,41.5624433771771
-88.0147716789664,41.6843067279321
-88.6295445925525,39.1806149627113
-87.9886953973225,40.8357350347723
-89.6493190607735,38.4940538899504
-89.9721425617931,42.4244327962743
-89.2712281138418,37.2465105094723
-88.6071297370464,41.2080950488874
-89.1758866067808,37.3634309142982
-89.1797500356648,39.4897834146988
-89.4604097815884,41.7284165063134
-88.1565515034668,38.9749718190071
-88.2111871386213,37.533894289698
-89.3139146970102,41.1629151538028
-90.6701897813237,40.0216406506709
-88.720065326189,38.4090617064895
-88.1490600712199,39.5908611165025
-90.0119445926932,40.4102108353885
-88.8127000101026,39.5075731508358
-90.2582573663927,41.3562430244308
-88.8177479319933,38.4711047266659
-90.7318093609429,41.4504552416692
-89.7270265270781,41.5555250345978
-88.5332888433087,39.1636202616228
-89.6725237744343,40.8311593416257
-89.4401010409336,40.4435657956965
-88.8513008872053,39.9450536335057
-89.9782718884675,41.4396673937607
-89.378767105478,37.9658624479319
-90.1794529557874,39.7833988131044
-87.9253055255802,42.0667799995478
-89.7550156240868,37.8884082194521
-88.6290708519748,37.8994340960382
-89.655525670636,42.1940647360419
-88.1523207977945,39.2851523421902
-89.3941317538071,38.255144546689
-89.1093519964293,39.3796095845898
-90.3615504717968,41.3178994302522
-90.8165576410014,41.4331980834329
-88.0192781629645,42.1166402646371
-91.0182477682358,39.5119834990677
-88.6586121727344,38.7360558489385
-89.5273997139211,42.4862615142887
-88.7725186106167,38.8747784601663
-89.7896495172178,40.7361395868533
-88.2325157045059,37.9733989308903
-89.8496036131174,39.4507203602877
-88.7698490293107,40.715326233549
-87.9618771231959,42.1988551589178
-88.9376359140889,41.3829352474365
-88.0775290522406,42.3524645489982
-89.6660212659908,39.7337770917505
-90.1736170809514,40.6740253097128
-89.9047184707232,38.439273928024
-90.1848718544622,40.3477718476329
-88.3674628554447,39.4394671385833
-89.9199358824484,42.2247391414332
-89.0992514467069,40.5767526433556
-88.5011560403791,40.6749172650041
-87.6876935779993,40.1257680437122
-89.1065579453261,38.2713174320097
-88.4858087282244,38.7470088282582
-88.5876095112003,40.9966776669284
-89.7657839756079,37.9880478989647
-90.8645355951337,39.9394944682455
-88.979905460688,37.4910445105049
-89.2027415028676,40.7984886838673
-88.2596656893579,39.0351795634451
-91.3730962613702,40.2157460287635
-88.982825300218,40.4532738376409
-88.2152507760468,40.559249584873
-88.930150511381,37.8128492347003
-90.6360880319848,40.7425017981437
